Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, 覆盖板：李子树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃李子树栅栏门
thermaldynamics:cover:0, 覆盖板：枫树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃枫树栅栏门
thermaldynamics:cover:0, 覆盖板：柑橘树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树栅栏门
thermaldynamics:cover:0, 覆盖板：巨杉树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树栅栏门
thermaldynamics:cover:0, 覆盖板：重蚁树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树栅栏门
thermaldynamics:cover:0, 覆盖板：紫檀树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树栅栏门
thermaldynamics:cover:0, 覆盖板：黄檀树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树栅栏门
thermaldynamics:cover:0, 覆盖板：斑木树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃斑木树栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃橡木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃云杉木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃白桦木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃丛林木栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃金合欢栅栏门
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木栅栏门
thermaldynamics:cover:0, 覆盖板：落叶树楼梯
thermaldynamics:cover:0, 覆盖板：柚树楼梯
thermaldynamics:cover:0, 覆盖板：金合欢树楼梯
thermaldynamics:cover:0, 覆盖板：酸橙树楼梯
thermaldynamics:cover:0, 覆盖板：栗树楼梯
thermaldynamics:cover:0, 覆盖板：崖豆树楼梯
thermaldynamics:cover:0, 覆盖板：猴面包树楼梯
thermaldynamics:cover:0, 覆盖板：红杉树楼梯
thermaldynamics:cover:0, 覆盖板：木棉树楼梯
thermaldynamics:cover:0, 覆盖板：乌檀树楼梯
thermaldynamics:cover:0, 覆盖板：桃心树楼梯
thermaldynamics:cover:0, 覆盖板：巴尔杉树楼梯
thermaldynamics:cover:0, 覆盖板：柳树楼梯
thermaldynamics:cover:0, 覆盖板：胡桃树楼梯
thermaldynamics:cover:0, 覆盖板：绿樟树楼梯
thermaldynamics:cover:0, 覆盖板：樱树楼梯
thermaldynamics:cover:0, 覆盖板：高槿树楼梯
thermaldynamics:cover:0, 覆盖板：白杨树楼梯
thermaldynamics:cover:0, 覆盖板：棕榈树楼梯
thermaldynamics:cover:0, 覆盖板：木瓜树楼梯
thermaldynamics:cover:0, 覆盖板：松树楼梯
thermaldynamics:cover:0, 覆盖板：李子树楼梯
thermaldynamics:cover:0, 覆盖板：枫树楼梯
thermaldynamics:cover:0, 覆盖板：柑橘树楼梯
thermaldynamics:cover:0, 覆盖板：巨杉树楼梯
thermaldynamics:cover:0, 覆盖板：重蚁树楼梯
thermaldynamics:cover:0, 覆盖板：紫檀树楼梯
thermaldynamics:cover:0, 覆盖板：黄檀树楼梯
thermaldynamics:cover:0, 覆盖板：斑木树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃落叶树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃柚树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃栗树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃红杉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃木棉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃桃心树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃柳树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃樱树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃高槿树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃白杨树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃松树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃李子树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃枫树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃斑木树楼梯
thermaldynamics:cover:0, 覆盖板：抗燃橡木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃云杉木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃桦木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃丛林木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃金合欢木楼梯
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木楼梯
thermaldynamics:cover:0, 覆盖板：落叶树门
thermaldynamics:cover:0, 覆盖板：柚树门
thermaldynamics:cover:0, 覆盖板：金合欢树门
thermaldynamics:cover:0, 覆盖板：酸橙树门
thermaldynamics:cover:0, 覆盖板：栗树门
thermaldynamics:cover:0, 覆盖板：崖豆树门
thermaldynamics:cover:0, 覆盖板：猴面包树门
thermaldynamics:cover:0, 覆盖板：红杉树门
thermaldynamics:cover:0, 覆盖板：木棉树门
thermaldynamics:cover:0, 覆盖板：乌檀树门
thermaldynamics:cover:0, 覆盖板：桃心树门
thermaldynamics:cover:0, 覆盖板：巴尔杉树门
thermaldynamics:cover:0, 覆盖板：柳树门
thermaldynamics:cover:0, 覆盖板：胡桃树门
thermaldynamics:cover:0, 覆盖板：绿樟树门
thermaldynamics:cover:0, 覆盖板：樱树门
thermaldynamics:cover:0, 覆盖板：高槿树门
thermaldynamics:cover:0, 覆盖板：白杨树门
thermaldynamics:cover:0, 覆盖板：棕榈树门
thermaldynamics:cover:0, 覆盖板：木瓜树门
thermaldynamics:cover:0, 覆盖板：松树门
thermaldynamics:cover:0, 覆盖板：李子树门
thermaldynamics:cover:0, 覆盖板：枫树门
thermaldynamics:cover:0, 覆盖板：柑橘树门
thermaldynamics:cover:0, 覆盖板：巨杉树门
thermaldynamics:cover:0, 覆盖板：重蚁树门
thermaldynamics:cover:0, 覆盖板：紫檀树门
thermaldynamics:cover:0, 覆盖板：黄檀树门
thermaldynamics:cover:0, 覆盖板：斑木树门
thermaldynamics:cover:0, 覆盖板：苹果橡树叶
thermaldynamics:cover:0, 覆盖板：黑橡树叶
thermaldynamics:cover:0, 覆盖板：银桦树叶
thermaldynamics:cover:0, 覆盖板：银橙树叶
thermaldynamics:cover:0, 覆盖板：胡桃树叶
thermaldynamics:cover:0, 覆盖板：甜栗树叶
thermaldynamics:cover:0, 覆盖板：山丘樱树叶
thermaldynamics:cover:0, 覆盖板：柠檬树叶
thermaldynamics:cover:0, 覆盖板：李子树叶
thermaldynamics:cover:0, 覆盖板：糖枫树叶
thermaldynamics:cover:0, 覆盖板：红果云杉树叶
thermaldynamics:cover:0, 覆盖板：落叶松树叶
thermaldynamics:cover:0, 覆盖板：西黄松树叶
thermaldynamics:cover:0, 覆盖板：海岸红杉树叶
thermaldynamics:cover:0, 覆盖板：巨杉树叶
thermaldynamics:cover:0, 覆盖板：丛林树叶
thermaldynamics:cover:0, 覆盖板：柚树叶
thermaldynamics:cover:0, 覆盖板：重蚁树树叶
thermaldynamics:cover:0, 覆盖板：木棉树叶
thermaldynamics:cover:0, 覆盖板：乌檀树叶
thermaldynamics:cover:0, 覆盖板：斑木树树叶
thermaldynamics:cover:0, 覆盖板：黄桉树叶
thermaldynamics:cover:0, 覆盖板：金合欢树叶
thermaldynamics:cover:0, 覆盖板：沙漠刺槐树叶
thermaldynamics:cover:0, 覆盖板：紫檀树树叶
thermaldynamics:cover:0, 覆盖板：巴尔杉树叶
thermaldynamics:cover:0, 覆盖板：黄檀树树叶
thermaldynamics:cover:0, 覆盖板：崖豆树叶
thermaldynamics:cover:0, 覆盖板：猴面包树叶
thermaldynamics:cover:0, 覆盖板：高槿树叶
thermaldynamics:cover:0, 覆盖板：银柳树叶
thermaldynamics:cover:0, 覆盖板：绿心樟树叶
thermaldynamics:cover:0, 覆盖板：木瓜树叶
thermaldynamics:cover:0, 覆盖板：椰枣树叶
thermaldynamics:cover:0, 覆盖板：白杨树叶
thermaldynamics:cover:0, 覆盖板：杂草
thermaldynamics:cover:0, 覆盖板：杂草较多
thermaldynamics:cover:0, 覆盖板：杂草丛生
thermaldynamics:cover:0, 覆盖板：死花
thermaldynamics:cover:0, 覆盖板：花朵腐烂
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：土壤
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：壤土
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：花坛
thermaldynamics:cover:0, 覆盖板：苹果树原木
thermaldynamics:cover:0, 覆盖板：无花果树原木
thermaldynamics:cover:0, 覆盖板：灰胡桃树原木
thermaldynamics:cover:0, 覆盖板：白面子树原木
thermaldynamics:cover:0, 覆盖板：花楸原木
thermaldynamics:cover:0, 覆盖板：铁杉原木
thermaldynamics:cover:0, 覆盖板：梣树原木
thermaldynamics:cover:0, 覆盖板：桤木原木
thermaldynamics:cover:0, 覆盖板：山毛榉原木
thermaldynamics:cover:0, 覆盖板：山楂树原木
thermaldynamics:cover:0, 覆盖板：香蕉树原木
thermaldynamics:cover:0, 覆盖板：红豆杉原木
thermaldynamics:cover:0, 覆盖板：柏树原木
thermaldynamics:cover:0, 覆盖板：冷杉原木
thermaldynamics:cover:0, 覆盖板：榛树原木
thermaldynamics:cover:0, 覆盖板：山胡桃树原木
thermaldynamics:cover:0, 覆盖板：榆树原木
thermaldynamics:cover:0, 覆盖板：接骨木原木
thermaldynamics:cover:0, 覆盖板：冬青原木
thermaldynamics:cover:0, 覆盖板：鹅耳枥原木
thermaldynamics:cover:0, 覆盖板：雪松原木
thermaldynamics:cover:0, 覆盖板：橄榄树原木
thermaldynamics:cover:0, 覆盖板：枫香树原木
thermaldynamics:cover:0, 覆盖板：刺槐原木
thermaldynamics:cover:0, 覆盖板：梨树原木
thermaldynamics:cover:0, 覆盖板：桑橙原木
thermaldynamics:cover:0, 覆盖板：巴西红木原木
thermaldynamics:cover:0, 覆盖板：墨水树原木
thermaldynamics:cover:0, 覆盖板：蔷薇木原木
thermaldynamics:cover:0, 覆盖板：紫心檀木原木
thermaldynamics:cover:0, 覆盖板：大绿柄桑木原木
thermaldynamics:cover:0, 覆盖板：银杏原木
thermaldynamics:cover:0, 覆盖板：桉树原木
thermaldynamics:cover:0, 覆盖板：黄杨原木
thermaldynamics:cover:0, 覆盖板：蒲桃原木
thermaldynamics:cover:0, 覆盖板：粉红象牙木原木
thermaldynamics:cover:0, 覆盖板：桉树原木
thermaldynamics:cover:0, 覆盖板：桉树原木
thermaldynamics:cover:0, 覆盖板：樱树原木
thermaldynamics:cover:0, 覆盖板：肉桂原木
thermaldynamics:cover:0, 覆盖板：抗燃苹果树原木
thermaldynamics:cover:0, 覆盖板：抗燃无花果树原木
thermaldynamics:cover:0, 覆盖板：抗燃灰胡桃树原木
thermaldynamics:cover:0, 覆盖板：抗燃白面子树原木
thermaldynamics:cover:0, 覆盖板：抗燃花楸原木
thermaldynamics:cover:0, 覆盖板：抗燃铁杉原木
thermaldynamics:cover:0, 覆盖板：抗燃梣树原木
thermaldynamics:cover:0, 覆盖板：抗燃桤木原木
thermaldynamics:cover:0, 覆盖板：抗燃山毛榉原木
thermaldynamics:cover:0, 覆盖板：抗燃山楂树原木
thermaldynamics:cover:0, 覆盖板：抗燃香蕉树原木
thermaldynamics:cover:0, 覆盖板：抗燃红豆杉原木
thermaldynamics:cover:0, 覆盖板：抗燃柏树原木
thermaldynamics:cover:0, 覆盖板：抗燃冷杉原木
thermaldynamics:cover:0, 覆盖板：抗燃榛树原木
thermaldynamics:cover:0, 覆盖板：抗燃山胡桃树原木
thermaldynamics:cover:0, 覆盖板：抗燃榆树原木
thermaldynamics:cover:0, 覆盖板：抗燃接骨木原木
thermaldynamics:cover:0, 覆盖板：抗燃冬青原木
thermaldynamics:cover:0, 覆盖板：抗燃鹅耳枥原木
thermaldynamics:cover:0, 覆盖板：抗燃雪松原木
thermaldynamics:cover:0, 覆盖板：抗燃橄榄树原木
thermaldynamics:cover:0, 覆盖板：抗燃枫香树原木
thermaldynamics:cover:0, 覆盖板：抗燃刺槐原木
thermaldynamics:cover:0, 覆盖板：抗燃梨树原木
thermaldynamics:cover:0, 覆盖板：抗燃桑橙原木
thermaldynamics:cover:0, 覆盖板：抗燃巴西红木原木
thermaldynamics:cover:0, 覆盖板：抗燃墨水树原木
thermaldynamics:cover:0, 覆盖板：抗燃蔷薇木原木
thermaldynamics:cover:0, 覆盖板：抗燃紫心檀木原木
thermaldynamics:cover:0, 覆盖板：抗燃大绿柄桑木原木
thermaldynamics:cover:0, 覆盖板：抗燃银杏原木
thermaldynamics:cover:0, 覆盖板：抗燃桉树原木
thermaldynamics:cover:0, 覆盖板：抗燃黄杨原木
thermaldynamics:cover:0, 覆盖板：抗燃蒲桃原木
thermaldynamics:cover:0, 覆盖板：抗燃粉红象牙木原木
thermaldynamics:cover:0, 覆盖板：抗燃桉树原木
thermaldynamics:cover:0, 覆盖板：抗燃桉树原木
thermaldynamics:cover:0, 覆盖板：抗燃樱树原木
thermaldynamics:cover:0, 覆盖板：抗燃肉桂原木
thermaldynamics:cover:0, 覆盖板：苹果树木板
thermaldynamics:cover:0, 覆盖板：无花果树木板
thermaldynamics:cover:0, 覆盖板：灰胡桃树木板
thermaldynamics:cover:0, 覆盖板：白面子树木板
thermaldynamics:cover:0, 覆盖板：花楸木板
thermaldynamics:cover:0, 覆盖板：铁杉木板
thermaldynamics:cover:0, 覆盖板：梣树木板
thermaldynamics:cover:0, 覆盖板：桤木木板
thermaldynamics:cover:0, 覆盖板：山毛榉木板
thermaldynamics:cover:0, 覆盖板：山楂树木板
thermaldynamics:cover:0, 覆盖板：香蕉树木板
thermaldynamics:cover:0, 覆盖板：红豆杉木板
thermaldynamics:cover:0, 覆盖板：柏树木板
thermaldynamics:cover:0, 覆盖板：冷杉木板
thermaldynamics:cover:0, 覆盖板：榛树木板
thermaldynamics:cover:0, 覆盖板：山胡桃树木板
thermaldynamics:cover:0, 覆盖板：榆树木板
thermaldynamics:cover:0, 覆盖板：接骨木木板
thermaldynamics:cover:0, 覆盖板：冬青木板
thermaldynamics:cover:0, 覆盖板：鹅耳枥木板
thermaldynamics:cover:0, 覆盖板：雪松木板
thermaldynamics:cover:0, 覆盖板：橄榄树木板
thermaldynamics:cover:0, 覆盖板：枫香树木板
thermaldynamics:cover:0, 覆盖板：刺槐木板
thermaldynamics:cover:0, 覆盖板：梨树木板
thermaldynamics:cover:0, 覆盖板：桑橙木板
thermaldynamics:cover:0, 覆盖板：巴西红木木板
thermaldynamics:cover:0, 覆盖板：墨水树木板
thermaldynamics:cover:0, 覆盖板：蔷薇木木板
thermaldynamics:cover:0, 覆盖板：紫心檀木木板
thermaldynamics:cover:0, 覆盖板：大绿柄桑木木板
thermaldynamics:cover:0, 覆盖板：银杏木板
thermaldynamics:cover:0, 覆盖板：桉树木板
thermaldynamics:cover:0, 覆盖板：黄杨木板
thermaldynamics:cover:0, 覆盖板：蒲桃木板
thermaldynamics:cover:0, 覆盖板：粉红象牙木木板
thermaldynamics:cover:0, 覆盖板：抗燃苹果树木板
thermaldynamics:cover:0, 覆盖板：抗燃无花果树木板
thermaldynamics:cover:0, 覆盖板：抗燃灰胡桃树木板
thermaldynamics:cover:0, 覆盖板：抗燃白面子树木板
thermaldynamics:cover:0, 覆盖板：抗燃花楸木板
thermaldynamics:cover:0, 覆盖板：抗燃铁杉木板
thermaldynamics:cover:0, 覆盖板：抗燃梣树木板
thermaldynamics:cover:0, 覆盖板：抗燃桤木木板
thermaldynamics:cover:0, 覆盖板：抗燃山毛榉木板
thermaldynamics:cover:0, 覆盖板：抗燃山楂树木板
thermaldynamics:cover:0, 覆盖板：抗燃香蕉树木板
thermaldynamics:cover:0, 覆盖板：抗燃红豆杉木板
thermaldynamics:cover:0, 覆盖板：抗燃柏树木板
thermaldynamics:cover:0, 覆盖板：抗燃冷杉木板
thermaldynamics:cover:0, 覆盖板：抗燃榛树木板
thermaldynamics:cover:0, 覆盖板：抗燃山胡桃树木板
thermaldynamics:cover:0, 覆盖板：抗燃榆树木板
thermaldynamics:cover:0, 覆盖板：抗燃接骨木木板
thermaldynamics:cover:0, 覆盖板：抗燃冬青木板
thermaldynamics:cover:0, 覆盖板：抗燃鹅耳枥木板
thermaldynamics:cover:0, 覆盖板：抗燃雪松木板
thermaldynamics:cover:0, 覆盖板：抗燃橄榄树木板
thermaldynamics:cover:0, 覆盖板：抗燃枫香树木板
thermaldynamics:cover:0, 覆盖板：抗燃刺槐木板
thermaldynamics:cover:0, 覆盖板：抗燃梨树木板
thermaldynamics:cover:0, 覆盖板：抗燃桑橙木板
thermaldynamics:cover:0, 覆盖板：抗燃巴西红木木板
thermaldynamics:cover:0, 覆盖板：抗燃墨水树木板
thermaldynamics:cover:0, 覆盖板：抗燃蔷薇木木板
thermaldynamics:cover:0, 覆盖板：抗燃紫心檀木木板
thermaldynamics:cover:0, 覆盖板：抗燃大绿柄桑木木板
thermaldynamics:cover:0, 覆盖板：抗燃银杏木板
thermaldynamics:cover:0, 覆盖板：抗燃桉树木板
thermaldynamics:cover:0, 覆盖板：抗燃黄杨木板
thermaldynamics:cover:0, 覆盖板：抗燃蒲桃木板
thermaldynamics:cover:0, 覆盖板：抗燃粉红象牙木木板
thermaldynamics:cover:0, 覆盖板：苹果树台阶
